Cluster;Star;X;Y;Color;Size;Sphere of Influence;Planet;Type;Hazard;Tectonics;Weather;Thermal;Biohazard;Biological Units;Mineral Value;Axial Tilt;Density;Radius;Gravity;Temp;Day Duration;Atmosphere;DistFromStar
Procyon;Prime;074.2;226.8;orange;dwarf;Ilwrath;II;Sapphire;3;3;1;1;1;0;350;-8;58;109;63;-211;267;0;3607
Volantis;Epsilon;070.5;183.8;green;dwarf;Ilwrath;II;Auric;2;1;2;1;1;0;1164;0;155;34;52;-88;219;10;1653
Volantis;Delta;097.7;195.3;yellow;dwarf;Ilwrath;II;Hydrocarbon;4;4;1;1;1;0;172;-10;105;106;111;-137;224;0;1724
Volantis;Zeta;073.6;173.7;blue;giant;Ilwrath;II;Magnetic;8;6;1;8;1;0;267;34;153;85;130;900;214;0;1621
Volantis;Gamma;104.8;191.9;green;dwarf;Ilwrath;II;Noble;3;3;1;1;1;0;202;-14;32;30;9;-135;277;0;2965
Volantis;Eta;065.0;164.6;green;dwarf;Ilwrath;II;Xenolithic;5;4;4;2;1;0;207;-2;102;83;84;52;272;82;758
Volantis;Alpha;095.1;177.0;yellow;dwarf;Ilwrath;II;Water;5;2;2;1;5;54;135;2;105;96;100;-197;244;12;5514
Bootis;Delta;021.7;250.9;orange;dwarf;Ilwrath;II-a;Alkali;2;2;1;1;1;0;213;5;105;34;35;-225;289;15;5961
Centauri;Delta;131.2;126.0;yellow;dwarf;Ilwrath;II-a;Radioactive;5;3;1;1;5;186;1080;14;208;37;76;-151;151;0;2149
Volantis;Eta;065.0;164.6;green;dwarf;Ilwrath;II-a;Chondrite;6;6;1;1;1;0;38;-12;104;30;31;1;20535;0;758
Volantis;Eta;065.0;164.6;green;dwarf;Ilwrath;II-b;Acid;3;2;3;1;2;35;125;6;101;26;26;28;209;11;758
Bootis;Eta;067.2;286.3;orange;dwarf;Ilwrath;III;Chlorine;5;5;1;1;1;0;194;-3;101;99;99;-200;163;0;2617
Bootis;Gamma;038.4;290.0;orange;dwarf;Ilwrath;III;Ultramarine;3;2;3;1;1;0;271;-11;33;34;11;-203;233;91;2868
Bootis;Beta;035.1;275.8;yellow;dwarf;Ilwrath;III;Opalescent;5;5;1;1;1;0;207;-29;63;29;18;-180;284;0;3641
Bootis;Epsilon;013.8;269.6;red;dwarf;Ilwrath;III;Iodine;3;3;2;1;1;0;88;8;62;101;62;-241;205;12;3393
Bootis;Alpha;022.9;266.6;green;dwarf;Ilwrath;III;Super-Dense;6;6;3;1;1;0;33;7;202;33;66;-137;153;95;3029
Centauri;Delta;131.2;126.0;yellow;dwarf;Ilwrath;III;Redux;5;5;1;1;1;0;364;15;104;95;98;-168;58765;0;2867
Olber;Alpha;027.0;218.7;blue;dwarf;Ilwrath;III;Plutonic;5;5;3;1;5;81;1465;8;155;94;145;-52;271;109;1825
Olber;Gamma;031.2;225.0;blue;dwarf;Ilwrath;III;Primordial;8;8;2;1;1;0;395;16;105;78;81;-164;229;89;7376
Procyon;Prime;074.2;226.8;orange;dwarf;Ilwrath;III;Gas Giant;8;2;8;1;1;0;0;-27;20;1160;232;-222;106;65535;5319
Volantis;Zeta;073.6;173.7;blue;giant;Ilwrath;III;Treasure;8;3;3;8;1;0;1368;-3;192;33;63;993;274;94;2270
Volantis;Alpha;095.1;177.0;yellow;dwarf;Ilwrath;III;Noble;1;1;1;1;1;0;307;15;33;33;10;-202;244;0;6256
Volantis;Eta;065.0;164.6;green;dwarf;Ilwrath;III;Gas Giant;8;3;8;1;1;0;0;-32;21;1057;221;-96;104;65535;1799
Volantis;Epsilon;070.5;183.8;green;dwarf;Ilwrath;III;Gas Giant;8;1;8;1;1;0;0;-29;21;1279;268;-117;113;65535;2309
Volantis;Delta;097.7;195.3;yellow;dwarf;Ilwrath;III;Gas Giant;8;3;8;1;1;0;0;45;21;1484;311;-159;101;65535;2454
Volantis;Gamma;104.8;191.9;green;dwarf;Ilwrath;III;Gas Giant;8;2;8;1;1;0;0;-21;20;977;195;-160;105;65535;4384
Bootis;Eta;067.2;286.3;orange;dwarf;Ilwrath;III-a;Radioactive;2;2;1;1;1;0;872;23;191;35;66;-200;214;0;2617
Olber;Alpha;027.0;218.7;blue;dwarf;Ilwrath;III-a;Radioactive;3;3;1;1;1;0;696;-23;196;25;49;-52;217;0;1825
Procyon;Prime;074.2;226.8;orange;dwarf;Ilwrath;III-a;Alkali;5;2;2;1;5;168;162;-19;105;34;35;-222;268;13;5319
Volantis;Gamma;104.8;191.9;green;dwarf;Ilwrath;III-a;Treasure;2;2;1;1;1;0;972;9;205;31;63;-160;263;0;4384
Volantis;Delta;097.7;195.3;yellow;dwarf;Ilwrath;III-a;Auric;2;2;2;1;1;0;840;-29;147;33;48;-159;203;11;2454
Volantis;Epsilon;070.5;183.8;green;dwarf;Ilwrath;III-a;Azure;6;6;2;1;1;24;168;33;62;37;22;-117;286;15;2309
Procyon;Prime;074.2;226.8;orange;dwarf;Ilwrath;III-b;Dust;5;4;2;1;5;44;114;18;58;28;16;-222;244;12;5319
Volantis;Epsilon;070.5;183.8;green;dwarf;Ilwrath;III-b;Acid;4;4;1;1;1;0;127;-23;101;25;25;-117;217;0;2309
Volantis;Gamma;104.8;191.9;green;dwarf;Ilwrath;III-b;Noble;3;3;1;1;1;0;328;15;32;36;11;-160;182;0;4384
Volantis;Epsilon;070.5;183.8;green;dwarf;Ilwrath;III-c;Treasure;1;1;1;1;1;0;1524;-4;206;26;53;-117;163;0;2309
Bootis;Eta;067.2;286.3;orange;dwarf;Ilwrath;IV;Radioactive;2;2;1;1;1;0;944;11;191;30;57;-211;218;0;3578
Bootis;Beta;035.1;275.8;yellow;dwarf;Ilwrath;IV;Chondrite;7;7;1;1;1;0;61;-5;101;27;27;-192;294;0;4806
Bootis;Epsilon;013.8;269.6;red;dwarf;Ilwrath;IV;Cimmerian;2;2;1;1;1;0;57;14;148;34;50;-248;210;0;5365
Bootis;Gamma;038.4;290.0;orange;dwarf;Ilwrath;IV;Water;3;3;2;1;1;0;96;-4;102;75;76;-218;227;13;4584
Bootis;Alpha;022.9;266.6;green;dwarf;Ilwrath;IV;Gas Giant;8;1;8;1;1;0;0;6;21;714;149;-151;146;65535;3799
Centauri;Delta;131.2;126.0;yellow;dwarf;Ilwrath;IV;Halide;2;2;1;1;1;0;426;-27;63;25;15;-179;219;0;3619
Olber;Alpha;027.0;218.7;blue;dwarf;Ilwrath;IV;Carbide;2;2;1;1;1;0;116;-19;96;29;27;-107;159;0;3191
Procyon;Prime;074.2;226.8;orange;dwarf;Ilwrath;IV;Azure;5;5;1;1;1;0;84;-17;62;30;18;-226;275;15;6188
Volantis;Delta;097.7;195.3;yellow;dwarf;Ilwrath;IV;Radioactive;2;2;1;1;1;0;1248;11;210;26;54;-175;259;0;3265
Volantis;Epsilon;070.5;183.8;green;dwarf;Ilwrath;IV;Emerald;1;1;1;1;1;0;2975;-3;62;102;63;-139;37591;0;3128
Volantis;Zeta;073.6;173.7;blue;giant;Ilwrath;IV;Water;8;4;5;8;1;0;268;24;104;92;95;1140;189;238;3191
Volantis;Gamma;104.8;191.9;green;dwarf;Ilwrath;IV;Alkali;2;2;2;1;1;0;84;5;98;28;27;-167;171;10;4963
Volantis;Eta;065.0;164.6;green;dwarf;Ilwrath;IV;Gas Giant;8;3;8;1;1;0;0;-12;20;1127;225;-140;111;65535;3195
Bootis;Alpha;022.9;266.6;green;dwarf;Ilwrath;IV-a;Green;5;4;3;1;5;168;140;-19;105;34;35;-151;268;94;3799
Bootis;Alpha;022.9;266.6;green;dwarf;Ilwrath;IV-b;Urea;7;7;3;1;1;0;22;-39;62;25;15;-151;198;86;3799
Bootis;Alpha;022.9;266.6;green;dwarf;Ilwrath;IV-c;Azure;6;6;2;1;1;8;69;1;59;34;20;-151;286;11;3799
Volantis;Epsilon;070.5;183.8;green;dwarf;Ilwrath;IX;Gas Giant;8;1;8;1;1;0;0;-5;20;361;72;-188;120;65535;7865
Volantis;Epsilon;070.5;183.8;green;dwarf;Ilwrath;IX-a;Azure;6;6;1;1;1;48;66;7;62;37;22;-188;240;11;7865
Volantis;Epsilon;070.5;183.8;green;dwarf;Ilwrath;IX-b;Copper;2;2;1;1;1;0;0;-13;150;30;45;-188;245;15;7865
Volantis;Epsilon;070.5;183.8;green;dwarf;Ilwrath;IX-c;Cyanic;1;1;1;1;1;0;0;-18;32;25;8;-188;253;0;7865
Volantis;Epsilon;070.5;183.8;green;dwarf;Ilwrath;IX-d;Opalescent;4;4;1;1;1;0;276;11;62;29;17;-188;172;0;7865
Bootis;Alpha;022.9;266.6;green;dwarf;Ilwrath;V;Ultraviolet;4;4;3;1;1;0;1515;22;150;100;150;-163;284;112;4681
Bootis;Gamma;038.4;290.0;orange;dwarf;Ilwrath;V;Magnetic;5;5;1;1;1;0;583;-19;144;89;128;-224;222;0;5732
Bootis;Beta;035.1;275.8;yellow;dwarf;Ilwrath;V;Azure;6;6;2;1;1;0;63;-25;61;28;17;-198;164;15;5607
Bootis;Eta;067.2;286.3;orange;dwarf;Ilwrath;V;Vinylogous;3;3;1;1;1;0;17;0;103;84;86;-219;280;0;4720
Bootis;Epsilon;013.8;269.6;red;dwarf;Ilwrath;V;Gas Giant;8;2;8;1;1;0;0;-27;20;1183;236;-251;103;65535;7315
Centauri;Delta;131.2;126.0;yellow;dwarf;Ilwrath;V;Noble;2;2;1;1;1;0;160;14;32;29;9;-188;24819;0;4365
Olber;Alpha;027.0;218.7;blue;dwarf;Ilwrath;V;Copper;2;2;2;1;1;0;351;3;145;37;53;-120;204;12;3775
Procyon;Prime;074.2;226.8;orange;dwarf;Ilwrath;V;Copper;3;3;1;1;1;0;81;12;156;25;39;-231;160;13;7806
Volantis;Zeta;073.6;173.7;blue;giant;Ilwrath;V;Treasure;7;1;3;7;1;0;1278;-5;192;37;71;776;220;81;3750
Volantis;Gamma;104.8;191.9;green;dwarf;Ilwrath;V;Radioactive;3;3;1;1;1;0;1416;-10;197;34;66;-181;198;0;6598
Volantis;Eta;065.0;164.6;green;dwarf;Ilwrath;V;Lanthanide;7;7;1;1;1;0;725;-8;145;35;50;-156;287;0;4099
Volantis;Epsilon;070.5;183.8;green;dwarf;Ilwrath;V;Organic;4;4;1;1;1;0;84;-4;99;109;107;-151;229;0;3806
Bootis;Alpha;022.9;266.6;green;dwarf;Ilwrath;V-a;Carbide;4;4;1;1;1;0;48;2;97;37;35;-163;173;0;4681
Bootis;Eta;067.2;286.3;orange;dwarf;Ilwrath;V-a;Super-Dense;8;8;3;1;1;0;144;-4;206;32;65;-219;213;97;4720
Bootis;Epsilon;013.8;269.6;red;dwarf;Ilwrath;V-a;Purple;4;4;1;1;1;0;126;-12;59;33;19;-251;185;0;7315
Bootis;Beta;035.1;275.8;yellow;dwarf;Ilwrath;VI;Chondrite;8;8;1;1;1;0;81;1;103;32;32;-202;287;0;6299
Bootis;Alpha;022.9;266.6;green;dwarf;Ilwrath;VI;Alkali;4;4;2;1;1;0;210;0;96;33;31;-173;281;12;5615
Bootis;Eta;067.2;286.3;orange;dwarf;Ilwrath;VI;Urea;6;6;2;1;1;0;42;1;59;30;17;-226;285;101;6307
Bootis;Gamma;038.4;290.0;orange;dwarf;Ilwrath;VI;Azure;4;4;1;1;1;0;66;5;59;28;16;-228;174;12;6795
Centauri;Delta;131.2;126.0;yellow;dwarf;Ilwrath;VI;Treasure;3;3;1;1;1;0;876;13;199;35;69;-193;288;0;4961
Olber;Alpha;027.0;218.7;blue;dwarf;Ilwrath;VI;Gas Giant;8;2;8;1;1;0;0;2;20;979;195;-132;146;65535;4455
Volantis;Zeta;073.6;173.7;blue;giant;Ilwrath;VI;Lanthanide;7;6;3;7;1;0;1465;20;157;30;47;673;198;92;4541
Volantis;Epsilon;070.5;183.8;green;dwarf;Ilwrath;VI;Organic;4;4;1;1;1;0;64;-10;96;106;101;-157;220;0;4204
Volantis;Eta;065.0;164.6;green;dwarf;Ilwrath;VI;Iodine;5;5;1;1;1;0;27;-12;61;108;65;-175;205;10;5830
Olber;Alpha;027.0;218.7;blue;dwarf;Ilwrath;VI-a;Copper;5;3;2;1;5;44;441;-2;155;31;48;-132;203;10;4455
Volantis;Eta;065.0;164.6;green;dwarf;Ilwrath;VI-a;Ultramarine;3;3;2;1;1;0;184;13;34;29;9;-175;232;88;5830
Olber;Alpha;027.0;218.7;blue;dwarf;Ilwrath;VI-b;Auric;3;3;2;1;1;0;960;-18;152;30;45;-132;245;13;4455
Olber;Alpha;027.0;218.7;blue;dwarf;Ilwrath;VI-c;Copper;2;2;2;1;1;0;528;-13;148;35;51;-132;201;14;4455
Olber;Alpha;027.0;218.7;blue;dwarf;Ilwrath;VI-d;Oolite;4;4;3;1;2;40;573;-26;157;32;50;-132;234;99;4455
Bootis;Eta;067.2;286.3;orange;dwarf;Ilwrath;VII;Copper;1;1;1;1;1;0;393;-6;156;30;46;-229;289;11;7204
Bootis;Gamma;038.4;290.0;orange;dwarf;Ilwrath;VII;Super-Dense;6;6;2;1;1;0;153;19;208;27;56;-230;244;102;7644
Bootis;Alpha;022.9;266.6;green;dwarf;Ilwrath;VII;Green;6;6;2;1;1;0;75;29;104;33;34;-183;191;102;6878
Bootis;Beta;035.1;275.8;yellow;dwarf;Ilwrath;VII;Gas Giant;8;2;8;1;1;0;0;-1;20;1250;250;-206;116;65535;6950
Centauri;Delta;131.2;126.0;yellow;dwarf;Ilwrath;VII;Primordial;8;8;3;1;1;0;332;28;100;104;104;-198;171;76;5613
Olber;Alpha;027.0;218.7;blue;dwarf;Ilwrath;VII;Ultraviolet;7;6;3;1;6;76;598;-11;152;97;147;-146;286;96;5413
Volantis;Zeta;073.6;173.7;blue;giant;Ilwrath;VII;Plutonic;8;3;6;8;1;0;1495;16;143;82;117;1302;183;3214;6184
Volantis;Epsilon;070.5;183.8;green;dwarf;Ilwrath;VII;Fluorescent;4;4;1;1;1;0;1267;34;153;91;139;-175;236;0;5859
Volantis;Eta;065.0;164.6;green;dwarf;Ilwrath;VII;Gas Giant;8;1;8;1;1;0;0;-19;21;1404;294;-180;103;65535;6540
Centauri;Delta;131.2;126.0;yellow;dwarf;Ilwrath;VII-a;Halide;2;2;1;1;1;0;280;34;59;27;15;-198;279;0;5613
Volantis;Eta;065.0;164.6;green;dwarf;Ilwrath;VII-a;Chondrite;7;7;1;1;1;0;87;0;98;31;30;-180;31552;0;6540
Volantis;Zeta;073.6;173.7;blue;giant;Ilwrath;VII-a;Acid;6;4;2;6;1;0;85;13;97;26;25;546;282;95;6184
Centauri;Delta;131.2;126.0;yellow;dwarf;Ilwrath;VII-b;Chondrite;6;6;1;1;1;0;101;14;100;35;35;-198;172;0;5613
Bootis;Alpha;022.9;266.6;green;dwarf;Ilwrath;VIII;Gas Giant;8;3;8;1;1;0;0;-26;21;389;81;-187;129;65535;7551
Bootis;Eta;067.2;286.3;orange;dwarf;Ilwrath;VIII;Gas Giant;8;3;8;1;1;0;0;20;20;605;121;-231;82;65535;7724
Centauri;Delta;131.2;126.0;yellow;dwarf;Ilwrath;VIII;Super-Dense;5;5;2;1;1;0;36;11;196;37;72;-208;274;108;7425
Olber;Alpha;027.0;218.7;blue;dwarf;Ilwrath;VIII;Primordial;8;8;2;1;1;0;236;9;96;84;80;-160;150;103;6900
Volantis;Zeta;073.6;173.7;blue;giant;Ilwrath;VIII;Metal;8;4;6;8;1;0;1041;-6;146;34;49;1473;299;2940;7193
Volantis;Epsilon;070.5;183.8;green;dwarf;Ilwrath;VIII;Purple;4;4;1;1;1;0;81;8;60;28;16;-181;296;0;6595
Bootis;Eta;067.2;286.3;orange;dwarf;Ilwrath;VIII-a;Pellucid;3;3;1;1;1;0;0;13;60;30;18;-231;29340;0;7724
Bootis;Eta;067.2;286.3;orange;dwarf;Ilwrath;VIII-b;Super-Dense;5;5;2;1;1;0;123;8;196;30;58;-231;250;90;7724
Bootis;Eta;067.2;286.3;orange;dwarf;Ilwrath;VIII-c;Pellucid;1;1;1;1;1;0;0;10;59;25;14;-231;194;0;7724
Bootis;Eta;067.2;286.3;orange;dwarf;Ilwrath;VIII-d;Selenic;3;3;1;1;1;0;15;1;59;34;20;-231;286;0;7724
Antares;Prime;647.9;754.1;orange;dwarf;Kohr-Ah;I;Cimmerian;4;4;1;1;1;0;96;-11;151;34;51;-36;44018;0;257
Chamaeleonis;Eta;508.3;714.5;blue;dwarf;Kohr-Ah;I;Metal;7;4;7;3;1;0;641;35;153;37;56;103;287;3017;1270
Chamaeleonis;Iota;514.5;687.5;green;dwarf;Kohr-Ah;I;Auric;4;2;4;1;2;84;888;-7;145;37;53;47;256;107;814
Chamaeleonis;Theta;514.5;695.8;blue;dwarf;Kohr-Ah;I;Magnetic;7;7;1;1;1;0;534;2;143;89;127;-153;207;0;6131
Chamaeleonis;Alpha;497.1;710.4;white;dwarf;Kohr-Ah;I;Yttric;7;4;6;7;1;0;234;-33;149;37;55;728;294;290;769
Chamaeleonis;Epsilon;487.9;720.1;yellow;dwarf;Kohr-Ah;I;Chondrite;5;5;1;1;1;0;60;28;99;33;32;34;289;0;342
Chamaeleonis;Zeta;495.8;722.9;green;dwarf;Kohr-Ah;I;Gas Giant;8;2;8;1;1;0;0;23;20;1073;214;-182;106;65535;6719
Crateris;Delta;620.0;593.5;yellow;dwarf;Kohr-Ah;I;Cyanic;4;3;3;1;1;36;110;4;34;31;10;35;209;14;403
Crateris;Gamma;616.6;600.0;white;dwarf;Kohr-Ah;I;Redux;6;3;4;6;1;0;218;-24;100;105;105;507;206;103;444
Crateris;Eta;642.9;595.8;red;dwarf;Kohr-Ah;I;Magnetic;8;8;1;1;1;0;459;11;150;100;150;-244;297;0;4164
Crateris;Epsilon;630.1;587.5;yellow;dwarf;Kohr-Ah;I;Cyanic;7;2;3;1;7;103;64;-24;33;26;8;-7;286;10;547
Crateris;Theta;621.5;625.5;red;dwarf;Kohr-Ah;I;Vinylogous;2;2;1;1;1;0;132;-32;100;88;88;-237;178;0;2608
Crateris;Zeta;649.6;603.2;orange;dwarf;Kohr-Ah;I;Gas Giant;8;3;8;1;1;0;0;-47;20;857;171;-221;91;65535;5184
Crucis;Beta;547.9;668.7;green;dwarf;Kohr-Ah;I;Xenolithic;4;3;4;1;1;44;309;-19;97;111;107;39;222;89;808
Equulei;Alpha;591.0;662.4;blue;dwarf;Kohr-Ah;I;Auric;7;3;6;7;1;0;1566;2;146;37;54;622;283;239;579
Equulei;Beta;602.0;672.9;blue;dwarf;Kohr-Ah;I;Cyanic;3;2;3;2;2;92;102;11;32;30;9;85;158;14;806
Eridani;Gamma;579.1;758.3;white;dwarf;Kohr-Ah;I;Sapphire;2;2;1;1;1;0;3100;-18;61;104;63;-39;293;0;2332
Eridani;Beta;595.8;764.5;white;dwarf;Kohr-Ah;I;Gas Giant;8;3;8;1;1;0;0;-11;20;769;153;-60;106;65535;2807
Eridani;Alpha;587.5;772.9;yellow;super giant;Kohr-Ah;I;Gas Giant;10;1;8;8;1;0;0;19;20;1060;212;2338;115;65535;5623
Fornacis;Epsilon;604.1;791.6;orange;dwarf;Kohr-Ah;I;Acid;2;2;1;1;1;0;207;-18;96;29;27;-82;162;0;389
Fornacis;Gamma;587.5;806.2;blue;dwarf;Kohr-Ah;I;Lanthanide;6;6;2;1;1;3;810;32;150;31;46;28;233;14;1166
Fornacis;Delta;597.9;797.9;green;dwarf;Kohr-Ah;I;Carbide;4;4;3;2;1;0;125;-15;100;37;37;57;211;10;616
Fornacis;Alpha;537.5;787.5;white;dwarf;Kohr-Ah;I;Acid;2;2;2;1;1;4;115;-21;101;29;29;36;221;13;1576
Fornacis;Eta;618.7;787.5;red;dwarf;Kohr-Ah;I;Ultramarine;4;3;3;1;1;0;202;-3;32;33;10;-233;214;89;2129
Fornacis;Zeta;610.4;800.0;orange;dwarf;Kohr-Ah;I;Vinylogous;2;2;1;1;1;0;141;-9;101;99;99;-151;274;0;956
Fornacis;Beta;564.5;802.0;blue;dwarf;Kohr-Ah;I;Organic;6;4;4;6;1;0;46;28;103;77;79;541;176;91;319
Geminorum;Delta;464.5;747.9;red;dwarf;Kohr-Ah;I;Ultramarine;3;1;3;1;1;3;257;-10;32;35;11;-235;51536;86;2405
Geminorum;Gamma;489.5;745.8;orange;dwarf;Kohr-Ah;I;Water;5;3;3;1;5;141;96;3;104;109;113;-93;290;10;435
Geminorum;Beta;497.9;779.1;white;dwarf;Kohr-Ah;I;Gas Giant;8;3;8;4;1;0;0;-6;20;1359;271;188;132;65535;1065
Geminorum;Alpha;495.8;779.1;white;giant;Kohr-Ah;I;Gas Giant;10;3;8;8;1;0;0;0;20;330;66;1901;155;65535;2276
Horologii;Beta;712.5;725.0;red;dwarf;Kohr-Ah;I;Metal;5;5;4;1;1;0;1123;-2;144;36;51;-213;179;83;968
Horologii;Kappa;688.9;780.3;red;dwarf;Kohr-Ah;I;Chondrite;6;6;1;1;1;0;117;16;105;34;35;-225;238;0;1492
Horologii;Lambda;694.0;751.4;red;dwarf;Kohr-Ah;I;Ultramarine;3;1;3;1;1;0;415;-27;34;29;9;-218;43806;109;1158
Horologii;Iota;708.3;799.3;red;dwarf;Kohr-Ah;I;Noble;1;1;1;1;1;0;227;8;34;31;10;-168;227;0;325
Horologii;Zeta;744.3;753.8;red;dwarf;Kohr-Ah;I;Vinylogous;3;3;1;1;1;0;163;20;101;106;107;-205;159;0;772
Horologii;Theta;720.0;784.9;red;dwarf;Kohr-Ah;I;Telluric;4;4;2;1;1;0;201;-26;98;100;98;-252;157;94;7434
Horologii;Eta;739.5;785.4;red;dwarf;Kohr-Ah;I;Magma;7;7;1;1;1;0;81;1;143;77;110;-171;174;0;343
Horologii;Epsilon;753.2;725.8;red;dwarf;Kohr-Ah;I;Purple;2;2;1;1;1;0;57;-8;60;27;16;-194;180;0;556
Horologii;Gamma;720.8;700.0;red;dwarf;Kohr-Ah;I;Super-Dense;7;7;4;1;1;0;54;24;198;26;51;-213;256;101;961
Horologii;Delta;736.0;718.4;red;dwarf;Kohr-Ah;I;Purple;3;3;1;1;1;0;42;-9;60;25;15;-242;167;0;3586
Horologii;Alpha;720.8;754.1;yellow;dwarf;Kohr-Ah;I;Gas Giant;8;3;8;1;1;0;0;-15;21;402;84;-80;117;65535;853
Hydrae;Alpha;733.3;650.0;white;dwarf;Kohr-Ah;I;Redux;6;4;2;1;6;49;256;2;102;93;94;41;153;11;1486
Hydrae;Gamma;816.6;625.0;red;dwarf;Kohr-Ah;I;Chondrite;6;6;1;1;1;0;49;19;100;36;36;-221;294;0;1278
Hydrae;Beta;781.2;656.2;orange;dwarf;Kohr-Ah;I;Gas Giant;8;2;8;1;1;0;0;7;21;1144;240;-220;135;65535;4877
Lipi;Epsilon;543.7;827.0;red;dwarf;Kohr-Ah;I;Rainbow;2;2;1;1;1;0;1997;5;58;89;51;-155;155;0;256
Lipi;Beta;550.0;839.5;orange;dwarf;Kohr-Ah;I;Copper;5;2;3;1;5;60;279;20;144;25;36;-137;276;11;774
Lipi;Alpha;556.2;864.5;green;dwarf;Kohr-Ah;I;Iodine;6;5;6;3;1;0;113;-17;59;77;45;135;162;293;459
Lipi;Gamma;547.5;882.3;orange;dwarf;Kohr-Ah;I;Vinylogous;3;3;1;1;1;0;126;-8;105;76;79;-201;257;0;2713
Reticuli;Gamma;741.6;508.3;green;dwarf;Kohr-Ah;I;Rainbow;6;2;4;6;1;0;2161;-3;61;96;58;414;298;78;256
Reticuli;Beta;702.0;529.1;blue;dwarf;Kohr-Ah;I;Radioactive;6;2;4;6;1;0;704;-6;198;28;55;527;188;110;296
Reticuli;Alpha;731.2;506.2;orange;dwarf;Kohr-Ah;I;Infrared;4;2;4;1;1;0;60;6;105;29;30;-89;35525;111;421
Chamaeleonis;Zeta;495.8;722.9;green;dwarf;Kohr-Ah;I-a;Radioactive;3;3;1;1;1;0;808;-8;209;32;66;-182;279;0;6719
Crateris;Gamma;616.6;600.0;white;dwarf;Kohr-Ah;I-a;Auric;8;2;6;8;1;0;756;-12;157;30;47;811;203;300;444
Crateris;Zeta;649.6;603.2;orange;dwarf;Kohr-Ah;I-a;Cimmerian;4;4;1;1;1;0;74;-20;145;28;40;-221;187;0;5184
Eridani;Beta;595.8;764.5;white;dwarf;Kohr-Ah;I-a;Lanthanide;7;7;1;1;1;0;900;5;154;30;46;-60;250;0;2807
Eridani;Alpha;587.5;772.9;yellow;super giant;Kohr-Ah;I-a;Ultramarine;9;1;7;8;1;0;598;-26;33;29;9;2126;152;3313;5623
Fornacis;Zeta;610.4;800.0;orange;dwarf;Kohr-Ah;I-a;Halide;3;3;1;1;1;0;212;-23;59;25;14;-151;217;0;956
Geminorum;Beta;497.9;779.1;white;dwarf;Kohr-Ah;I-a;Treasure;4;2;3;3;1;8;1362;29;199;34;67;102;251;79;1065
Geminorum;Gamma;489.5;745.8;orange;dwarf;Kohr-Ah;I-a;Selenic;3;3;1;1;1;0;63;-13;61;37;22;-93;169;0;435
Geminorum;Alpha;495.8;779.1;white;giant;Kohr-Ah;I-a;Urea;11;8;7;8;1;0;14;-4;63;33;20;1800;253;2820;2276
Horologii;Eta;739.5;785.4;red;dwarf;Kohr-Ah;I-a;Chondrite;7;7;1;1;1;0;113;-5;99;28;27;-171;232;0;343
Horologii;Alpha;720.8;754.1;yellow;dwarf;Kohr-Ah;I-a;Copper;4;3;3;1;1;0;300;-35;155;35;54;-80;206;11;853
Hydrae;Beta;781.2;656.2;orange;dwarf;Kohr-Ah;I-a;Acid;2;2;1;1;1;0;134;48;103;31;31;-220;293;0;4877
Lipi;Gamma;547.5;882.3;orange;dwarf;Kohr-Ah;I-a;Cimmerian;4;4;1;1;1;0;81;-10;155;35;54;-201;230;0;2713
Crateris;Gamma;616.6;600.0;white;dwarf;Kohr-Ah;I-b;Selenic;6;1;4;6;1;0;156;25;60;33;19;549;55025;82;444
Eridani;Alpha;587.5;772.9;yellow;super giant;Kohr-Ah;I-b;Ultramarine;9;3;7;8;1;0;659;-19;32;37;11;2231;199;3360;5623
Geminorum;Alpha;495.8;779.1;white;giant;Kohr-Ah;I-b;Halide;8;3;3;8;1;0;520;-17;59;28;16;1139;231;94;2276
Geminorum;Beta;497.9;779.1;white;dwarf;Kohr-Ah;I-b;Alkali;5;3;5;3;5;71;84;34;101;27;27;119;279;300;1065
Hydrae;Beta;781.2;656.2;orange;dwarf;Kohr-Ah;I-b;Carbide;5;5;1;1;1;0;105;-14;98;27;26;-220;202;0;4877
Eridani;Alpha;587.5;772.9;yellow;super giant;Kohr-Ah;I-c;Opalescent;8;3;1;8;1;0;570;14;58;35;20;1233;172;0;5623
Geminorum;Alpha;495.8;779.1;white;giant;Kohr-Ah;I-c;Acid;8;4;3;8;1;0;275;-3;104;35;36;1143;266;100;2276
Geminorum;Beta;497.9;779.1;white;dwarf;Kohr-Ah;I-c;Quasi-Degenerate;5;5;1;2;1;0;825;-5;156;28;43;73;232;0;1065
Antares;Prime;647.9;754.1;orange;dwarf;Kohr-Ah;II;Gas Giant;8;3;8;1;1;0;0;-9;20;389;77;-181;128;65535;1675
Chamaeleonis;Eta;508.3;714.5;blue;dwarf;Kohr-Ah;II;Organic;6;6;1;1;1;0;156;-17;101;81;81;-68;215;0;2090
Chamaeleonis;Epsilon;487.9;720.1;yellow;dwarf;Kohr-Ah;II;Hydrocarbon;3;3;1;1;1;0;161;4;104;90;93;-123;196;0;1418
Chamaeleonis;Iota;514.5;687.5;green;dwarf;Kohr-Ah;II;Green;4;3;3;1;1;0;355;7;99;25;24;-68;222;87;1346
Chamaeleonis;Alpha;497.1;710.4;white;dwarf;Kohr-Ah;II;Vinylogous;5;5;1;1;1;0;32;8;101;104;105;13;230;0;1551
